tconst	directors	writers
tt2056524	nm4668033	nm4668033
tt2057479	nm0288188	nm0288188
tt20597156	nm0203375,nm1202718,nm13649602	\N
tt20603588	nm0557815,nm0722164	nm0557815,nm0722164
tt2060477	\N	nm1726523,nm1068045,nm0680760
tt2061577	\N	\N
tt2061865	nm3604122	nm3604122
tt2066048	nm3425760,nm1672174	nm4198784,nm3425760
tt2069117	nm4424314	nm4424314
tt2069512	nm2346983	nm2333257,nm2346983
tt2070310	nm3889718	nm3889718
tt2071645	nm0796864,nm0975026,nm0124991,nm0295107,nm1032600,nm0203215,nm0008971,nm0111391,nm0327064,nm1204568,nm0793455,nm0366004,nm0522327,nm0574765,nm0878373,nm1234893	nm0932078,nm2708170,nm1347561,nm2199085,nm2347938,nm1149075,nm1195432,nm3216671,nm0029646,nm0035952,nm0287986,nm3513608,nm2870984,nm0989941,nm4415526,nm0585319,nm2385065,nm0248580,nm2963554,nm0639434,nm0651580,nm1243918,nm1387989,nm1325872,nm11020015,nm0068624
tt2072284	\N	nm3700242
tt2072312	nm4424314	nm4424314
tt2073453	\N	\N
tt2074531	nm0473589	\N
tt2075012	nm4386928	nm4386928
tt2075059	nm1590302,nm4823333	nm1979137,nm0456158,nm0498278,nm1240448,nm0847453
tt2075062	nm1590302,nm1493746	nm1979137,nm3029810,nm0456158,nm0498278,nm1240448
tt2075241	nm1982333	nm1982333,nm3088467
tt2075392	nm0960230	\N
tt20757490	nm2102742	nm3708946
tt2076221	nm2265053	nm2265053
tt20774138	nm0248495,nm2997369	nm1038803,nm0248495,nm12265127
tt20783606	\N	\N
tt20784708	nm12183484	nm12183484
tt2080922	nm0155940,nm0538770,nm0581790,nm1538323,nm4834835,nm5517891,nm4793688,nm5495583,nm5488003,nm0704588,nm0020077,nm1089722,nm4104347,nm0848799	nm1940179,nm2379142,nm5588006,nm2475704,nm4834835,nm0704588,nm4203188,nm4104347,nm2498926,nm1154090,nm1100261
tt2081374	nm1639704	nm1639704
tt20833508	\N	nm9262137
tt2083383	nm0520749	nm4720384
tt2083565	nm4721935	nm4722211,nm4184105
tt2083922	nm0814469	nm0814469
tt2085059	nm1595284,nm2787176,nm3393440,nm0369949,nm1720541,nm5294992,nm1163264,nm0528186,nm2965282,nm0383343,nm0870469,nm1347708,nm1220140,nm0942504,nm0000149,nm0384825,nm1142073,nm0887700,nm3205815,nm0003802,nm1259871,nm0589284,nm8534613,nm8534614,nm6468760	nm0111765,nm2782297,nm9946590,nm1104036,nm0403294,nm0606439,nm0429069,nm1321658,nm0422710,nm2318528,nm6651206
tt20855032	nm1136398	nm1136398
tt20855162	nm0347075	nm5322018,nm8030322,nm4118585,nm6177378,nm6431357
tt20860856	nm11938257	\N
tt20865594	nm3766090	nm3766090,nm3597657
tt20867242	\N	\N
tt20877814	nm2051449,nm1181471	nm3169465,nm2051449,nm1181471,nm3635911
tt20881536	nm3436250	nm13739737,nm3436250
tt20896704	\N	\N
tt2089701	nm2504839	\N
tt2090996	nm1309093	\N
tt2091314	nm3791993	nm1878153,nm3791993
tt20913180	nm10565800	nm10565800
tt2091366	nm4735550	nm4735550
tt20924290	nm13744441,nm8548873	nm13744441,nm8548873
tt2093100	nm0688239	nm0688239
tt2093219	nm1092087,nm2401762	nm1092087,nm2401762
tt2093270	nm1298542	nm1523747
tt2093311	nm1396399	nm1396399
tt2096351	nm2944272,nm3120984,nm4746526	nm4747123,nm3120962,nm1893578
tt20969908	nm12771943	nm12771943
tt2098589	nm4193508	nm4193508
tt2098709	nm0994348	nm0994348
tt21001312	nm5231725	nm5231725
tt2101802	\N	\N
tt2102367	nm3003858,nm2169824	nm3003858
tt21027232	nm8328657,nm7754117	nm8328657
tt2102782	nm1515783	\N
tt2102784	nm1515783	\N
tt2102786	nm1515783	\N
tt2103030	\N	nm4502792
tt21035254	nm12746840	\N
tt21040146	nm4714120	nm5602205,nm4714120
tt21048258	nm6143746	\N
tt21055020	nm11411534	nm11411534
tt2105767	\N	\N
tt2105878	nm0902939	nm0920274,nm0008036,nm0005282,nm1487597
tt21058834	nm12695760	nm12695760
tt21061680	nm12483322	\N
tt2106520	nm4765350	nm4765350
tt2107185	\N	\N
tt21071982	nm3988415	nm3873643,nm3988415
tt21073582	nm5797499	nm5797499
tt21074312	nm9958842	\N
tt21080530	nm13294276,nm4186504	nm13294276,nm4186504
tt21086002	nm13768454	nm9635511,nm12109522
tt2108608	nm4768312,nm0084504	nm0084504,nm4768312
tt21092242	nm4567259	nm1962311,nm2870739,nm1670474,nm0922267,nm5846629,nm8784156
tt2109365	nm0765047	\N
tt21097754	nm4088112	nm4088112
tt21098696	nm10841085	nm10841085
tt21101208	nm13781837	\N
tt21104492	nm4955895	nm4955895
tt2111104	nm1025289	nm2341575
tt2112667	nm0911652	nm0562795
tt2114216	nm0393776	\N
tt21151356	nm13779992	nm13779992
tt21156670	\N	nm13799407
tt21188456	nm5082788	nm13902313
tt21189016	nm11043015,nm7074994	\N
tt2119544	nm4784593	nm4784593
tt21199612	nm9048484	nm9140285,nm9048484,nm10116873,nm11101861,nm0420017,nm10295536
tt21200514	nm2431707	nm8626929
tt21204512	nm11039147	nm11039147
tt21205528	\N	nm1117266
tt21214342	\N	\N
tt21214986	\N	\N
tt2121642	nm2163596	nm2844427,nm1128176,nm3985047,nm3253487
tt21217142	nm2601571	\N
tt21221390	nm4676381	nm4676381
tt21222234	nm13822722,nm16827785	nm13822722,nm13820294
tt21227968	nm13835034	nm13835034
tt2123129	nm1957070	nm15569968,nm1957070
tt2123342	nm0213191	nm0490073,nm4223420
tt21234314	nm1838498	\N
tt21235700	nm1275939	nm1197498,nm8331266,nm9569420,nm2409724,nm7702017,nm9490025,nm9255499
tt21240732	nm0305519	nm5054624,nm0411897,nm5150507,nm0327659,nm0353183,nm7397984,nm6008541,nm6008540
tt21247308	nm9095271	nm9095271
tt21248744	nm10033478	\N
tt2125547	nm2927575	nm2927575
tt21257500	nm15208225	nm4289705
tt2125930	\N	\N
tt2125936	\N	\N
tt2127923	\N	\N
tt21287072	nm0801625	nm0801625
tt21295584	\N	\N
tt21297608	nm13743357	nm13743357
tt21297868	nm8358868	nm6885787,nm8358868
tt2130171	nm1098377	nm1098377
tt2130294	nm3969781	nm3969781
tt21305982	nm9137796	nm9137796
tt2131573	nm1123200	nm3321166
tt21317440	\N	nm9950111
tt2132039	nm0640030	nm0000184,nm0337964
tt2132380	nm1955391	nm1955391
tt2132479	nm4805925	\N
tt2132772	\N	\N
tt21335256	nm13865141	nm13721335,nm13865141,nm13865143,nm13865144,nm13721336,nm13865142,nm13867117
tt21338172	nm11001842	nm11001842
tt21357716	\N	\N
tt21358398	\N	nm2796333
tt2136138	nm0593420,nm0500072,nm0544191,nm3141508	nm0314093,nm3175488,nm1076885,nm2471686,nm0745289,nm1569635,nm1381872,nm0397006,nm1017805,nm0188349,nm1042656,nm0450846,nm0584242,nm1586463,nm0957139,nm1155868,nm4886346,nm0319175,nm0737241,nm2192285
tt21366030	nm2037106	nm2037106,nm5702609
tt21367188	nm2037106	nm2037106
tt21376132	nm8157519,nm8731572	nm8157519,nm8731572
tt21377894	\N	\N
tt2138247	\N	\N
tt21385432	nm8429239	nm13887369
tt2138602	nm0682061	\N
tt21392882	\N	nm13889305
tt2139371	nm0156812,nm0022828,nm0999759,nm0033773,nm2721271,nm0820065,nm1207195,nm0519988	nm0239635,nm0389830,nm0458807,nm1080564,nm2106463,nm1618217,nm0334671,nm0824900,nm3309878,nm2242750,nm0410810,nm1461945,nm6072224,nm1732046,nm1414749,nm0918852,nm2276261,nm1331542,nm1144897,nm2638168,nm0045844,nm0287482,nm4958267,nm1415698,nm0458764,nm9200984,nm0690570,nm0700133,nm4197542,nm4412876,nm1054959,nm1710795,nm0780798,nm2302364,nm0474212,nm1130314,nm0880204
tt21397930	nm0206695	nm0206695
tt21403658	nm4890233	nm4890233
tt21403666	nm4890233	nm4890233
tt2140515	nm4122551	nm4122551,nm4816359
tt21405374	nm13893488	\N
tt21411432	nm7037457	nm7037457
tt21411520	\N	nm0247653,nm0481990
tt21417460	\N	\N
tt21419646	\N	\N
tt21419896	nm11694623	nm11158402,nm11045893,nm13529660,nm11694619,nm11694657
tt21429340	\N	nm4003020
tt21430710	nm10585465	nm10585465
tt2143518	\N	nm0675157
tt21437416	nm10410395	\N
tt2144149	nm0366865	\N
tt2144926	nm3800914	nm3800914
tt2145046	nm5029237	\N
tt2145827	nm1445472	\N
tt2146014	nm0849465,nm1482681	nm2296270,nm1287521
tt2146709	\N	\N
tt2147697	\N	\N
tt2148101	\N	nm3669630
tt21482858	nm13836576,nm13836575	nm13836576
tt2148784	nm4451188	\N
tt2149625	\N	\N
tt2150903	\N	\N
tt2151357	\N	\N
tt2151792	nm3559637	nm3559637
tt2151800	nm3559637	nm3559637
tt2151814	nm3559637	nm3559637
tt2151818	nm3559637	nm3559637
tt2153492	\N	\N
tt2153922	nm0658364	\N
tt2155026	nm0888079	nm0888079
tt2156355	nm0032337,nm1543850,nm0231571,nm0478584,nm1691165,nm1006713,nm1007419	nm0120455,nm0615086
tt2156746	\N	\N
tt21600746	\N	\N
tt21607938	nm11205066	nm13602055
tt21609412	nm3676907,nm3680655,nm3941835	nm3676907,nm3941835
tt2161109	\N	\N
tt2161128	nm0796864	nm0932078,nm0989941
tt21615262	nm13919933	\N
tt2161664	nm2366012	nm2366012,nm1215090,nm3115161,nm2318753
tt21618078	nm8805973	nm8805973
tt21621200	nm9773954	nm9773954
tt21623204	nm8265782	nm8265782
tt21624200	\N	\N
tt21624542	\N	\N
tt21632508	\N	\N
tt2163378	\N	\N
tt21636212	nm13367078	nm13367078
tt21642568	nm13929837	\N
tt21652944	\N	\N
tt2167548	nm5082764	nm0449509,nm5082764
tt2168078	nm1370899	nm1370899
tt2168110	\N	\N
tt2171409	nm0445126	nm1944375,nm1751511
tt2173849	nm1131716	\N
tt21741714	nm13706164	\N
tt2174894	nm1584895	nm1584895
tt2176004	\N	\N
tt2177489	nm0501185,nm0762541,nm0183615,nm0463199	nm0073504,nm2085006,nm3189936,nm3200587,nm1479574,nm2436599,nm0156588,nm0598996,nm1052109,nm3083331,nm1144729,nm0024169,nm0507465,nm3673069,nm3624496,nm1809950,nm3934229,nm0229936
tt2178818	nm0994289	nm0994289,nm3187461
tt2179387	nm0689852	nm1053841,nm0121331,nm0126290,nm1427363
tt2180031	nm0924352	nm0008036,nm4572730
tt2180175	\N	nm0177208,nm0268901,nm0275888,nm0656187
tt2180444	nm3804111	\N
tt2180817	nm0818465	nm0549256,nm0023897,nm4110535
tt2181472	nm4490790	nm4490790
tt21815494	nm0409036	nm8370083,nm0863988,nm0799012,nm0840380
tt21816368	\N	\N
tt2183404	nm0350455,nm0317382,nm0571964,nm0975026,nm0570995,nm1802374,nm0330360,nm0864268,nm0076997,nm0330140,nm1065402,nm1108007,nm0542960,nm0872823,nm0090141,nm0128337,nm0940668	nm0571964,nm0694564,nm1802374,nm2270199,nm1739039,nm1331637,nm0330704,nm1843338,nm0243019
tt2183641	nm0933002,nm1396104,nm0788191,nm2700992,nm1347766,nm1142073,nm0578757,nm0582792,nm0626706,nm5116688,nm0915416	nm1284746,nm3023628,nm0072130,nm2028576,nm0188520,nm3151563,nm3299017,nm0752177,nm0338283,nm1536233,nm3089978
tt21836410	nm12977784	\N
tt21844964	nm2335163,nm4299374	nm4299374
tt2184609	nm0938471	nm0464523,nm1336162,nm0716926
tt2185079	nm3295374	nm3295374
tt21852256	nm8805973	nm8805973
tt21853668	nm13802408	nm13802408
tt2186456	nm0333985,nm1859293	\N
tt21873328	\N	\N
tt21874184	nm13975480	\N
tt21875658	nm12985789	nm12985789
tt21881604	\N	\N
tt2188671	nm0003163,nm0080601,nm0008971,nm0004801,nm0816074,nm0101908,nm0206259,nm0625243,nm1069989,nm1237416,nm0250267,nm0719307,nm0833191,nm0171315,nm0449868,nm0779830,nm0839660,nm1576181,nm0383603,nm1302735	nm0088645,nm1072713,nm0193681,nm0251328,nm2743157,nm3119433,nm1243077,nm4579562,nm0262525,nm0466401,nm0466925,nm0905592,nm1017827,nm1168067,nm2467614,nm0383603,nm0843981
tt2189638	nm0430071	\N
tt2190218	\N	\N
tt21907654	nm0503669	nm0931223,nm0015327,nm13188507,nm5732386,nm5995684
tt21908570	\N	\N
tt2191153	\N	\N
tt21917748	nm2725426	\N
tt2191775	nm3840709	nm3840709
tt21927284	nm13137182	nm13137182
tt2193021	nm0051466,nm0067090,nm0935732,nm0776317,nm0007096,nm0808376,nm0069513,nm0066218,nm0178944,nm1168394,nm0894166,nm0624423,nm0934663,nm0294457,nm0251032,nm0362734,nm0236173,nm1160495,nm0120576,nm0004554,nm1629105,nm1301113,nm0057106,nm0277830,nm0007439,nm0021772,nm0538387,nm0788048,nm0035243,nm0190597,nm0708981,nm0001093,nm0343622,nm0592813,nm0638354,nm0644397,nm0385151,nm0504716,nm0839660,nm1270350,nm0591994,nm0000824,nm0514546,nm0104851,nm0265422,nm0795288,nm0005116,nm1556320,nm0618779,nm0698983,nm1684548,nm1143132	nm0075528,nm0973233,nm1132610,nm6893205,nm2584087,nm3582666,nm2421455,nm3598136,nm3428799,nm1355890,nm2408940,nm2373535,nm2582956,nm2654194,nm2279977,nm0338503,nm1140282,nm6669558,nm0424315,nm3655243,nm3663337,nm1898703,nm1370980,nm1437177,nm0215277,nm0804057,nm2777027,nm3162615,nm0528709,nm9455161,nm2640743,nm0822748,nm6409141,nm6409142,nm3113826,nm0363737,nm4445335,nm5104523,nm1290533,nm8620229,nm1941358,nm0282105,nm0300800,nm6763803,nm2355748,nm8529121,nm0938379,nm4566706,nm0918816
tt21930688	\N	nm9580063
tt21931864	\N	nm2769412
tt21937324	nm1722880,nm1188778	nm1722880,nm1188778,nm13995204
tt2193830	\N	nm1375739
tt2194227	nm2411809	nm2411809
tt21960606	nm13997723	nm13997723
tt21963938	nm0347075	nm5322018,nm8030322,nm4118585,nm6177378,nm6431357
tt21964326	nm1950669	nm1950669
tt21974030	\N	\N
tt21974040	\N	\N
tt21974756	\N	nm11566287
tt21978426	nm2431707	nm3138921,nm8626929
tt2197994	\N	\N
tt2199730	\N	nm5099402
tt2200124	nm5098775	nm5101781,nm5098775,nm1849556
tt22005436	nm14012530	nm14012602,nm14012530
tt22005990	nm2864533	\N
tt22008870	nm6250902,nm1433579	nm1433579,nm11962565,nm6250902,nm3347943
tt22008966	nm14024284	nm14024287
tt22009488	nm9897197	nm9897197
tt2201944	nm4295189	nm4295189
tt22020320	nm6043308	\N
tt22023166	nm10529074	nm2833986,nm10696918
tt2202469	nm4425783	\N
tt2202471	nm0633080	nm0633080,nm3030690,nm6564934
tt2203143	nm0353902,nm1693484,nm0607695,nm0926444,nm1262754,nm2267748,nm0920492,nm9372292,nm8198837,nm1183432,nm5625689,nm8198838,nm5336673,nm2344283	nm6114460,nm0353902,nm8198836,nm1444883,nm1262754,nm1618279,nm2023084,nm2416873,nm2106115,nm4811782,nm0397410,nm0759128,nm2173555,nm0825620,nm1646485,nm3090120,nm1682741,nm2047890,nm2954947,nm8199034
tt2203185	\N	\N
tt22034822	nm14034680	nm14034680
tt22039324	nm14036445	\N
tt22041320	nm10114938	\N
tt22042736	\N	nm6940944
tt2204349	nm0277830	nm0445958,nm0872658
tt2205074	nm0342250,nm1131057	nm1131057
tt2205408	\N	\N
tt22059784	nm6570051	\N
tt2206842	nm4389438	nm4389438
tt22092054	nm10853810	nm10853810
tt22098014	nm10559459	nm10559459
tt22098310	nm10559458,nm10559459	nm10559458,nm10559459
tt2211462	nm1131716	\N
tt2215065	nm1349376	nm0338169
tt2216314	nm1777480	nm2638168,nm5212101,nm2377905,nm0250172,nm0265283,nm1172171,nm0382506,nm0736711,nm0473653,nm0504327,nm1398474,nm0598225,nm0052125,nm0689871,nm0694070,nm0748429,nm0774050,nm0787324,nm1891181,nm3175488,nm5193912,nm0928821,nm1991414
tt22166916	nm9838867	\N
tt22172830	nm0077384	\N
tt2217394	\N	\N
tt22175174	nm14063130	nm9510258
tt22178988	nm1806093	nm1806093
tt22179224	nm8791870	nm8791870
tt22179916	\N	nm11653527
tt22187476	nm4529114	\N
tt22207020	nm12327183	nm13641918
tt22207590	nm1503386	nm1503386,nm3720668
tt2223351	nm4765391	\N
tt2224026	nm0426333	nm0040022,nm0256079,nm5199482
tt2224075	nm0002973	nm4886346,nm0124244
tt2224927	nm1165556	nm1761015,nm1760967,nm1016235,nm2243430
tt2225554	nm5018048	nm0209457
tt2226009	\N	nm3014645
tt22261516	nm2361914,nm3270176	nm2940499,nm2103422,nm10103790
tt2226178	nm0266255,nm0425557	nm1129905,nm0221841,nm0456017,nm0611390
tt22264656	\N	\N
tt22264910	nm3128296	nm1572855,nm1895897
tt22274690	nm2061884	nm0065765
tt2227499	\N	\N
tt2227511	\N	\N
tt2229211	\N	\N
tt2229327	nm3300820	nm2052199
tt2231017	nm0740400	nm0001435,nm0740400,nm0117857
tt2231744	nm5182907	nm5182907
tt22325396	\N	\N
tt22334528	\N	\N
tt2234835	\N	\N
tt2234872	nm5130529,nm2138613	nm2138613
tt2235527	nm3817702	nm4324839
tt2235866	nm4852487	nm4865113,nm4852487
tt2240762	\N	\N
tt22407784	nm12312887	nm12312887,nm3651430
tt2240967	nm4630041	nm4630041,nm3406293
tt2241400	nm4424314	nm4424314
tt2241466	nm3975759	nm3975759
tt2243269	nm0698904	nm0698904
tt2244253	\N	nm0736411
tt22456718	nm8112659	nm8112659
tt22456888	nm13959909	\N
tt2245692	\N	\N
tt22461158	nm5476940	\N
tt2246827	nm4525903	\N
tt2247799	\N	\N
tt2247904	nm3766090	nm3766090,nm3597657
tt22482868	\N	\N
tt22487306	nm8460131	nm8460131
tt22488268	nm12996322	nm14108296,nm14108297
tt22493452	nm3525879	nm0619760
tt22500374	\N	nm1903262,nm1416643
tt22508010	\N	\N
tt2250964	nm4246806	nm2715091
tt2252558	\N	nm2383091
tt2252776	nm3628445	nm3628445
tt22529574	\N	nm0579698
tt22530284	\N	\N
tt22542606	nm11052083	nm11052083
tt22542766	\N	\N
tt2254417	nm4061068	\N
tt2259597	nm4416167	\N
tt2260258	nm5153574,nm5152958	nm5152958
tt2262532	nm0425394,nm0656739,nm0118665,nm0444709,nm0001555,nm0003022,nm0593576,nm1779916,nm0563039,nm0481358,nm0297489,nm0933156,nm1401678,nm0005559,nm0575598,nm0632598,nm0371348,nm0005088,nm0791381,nm0124079,nm0902939,nm0887635,nm2704557,nm0578162,nm0001601,nm0385151,nm0343687,nm1971220,nm1015063,nm0771613,nm0877617,nm0028889,nm1036574,nm2287980,nm0004883,nm0281224,nm0548159,nm0001572,nm0243109	nm1401678,nm0656739,nm3643006,nm2888280,nm0580559,nm4218082,nm3795356,nm2656711,nm4569943,nm6698365,nm0425394,nm6293821,nm5575598,nm0301950,nm0251395,nm2332207,nm0533853,nm0121154,nm0569198,nm0960450,nm5408186
tt22641264	nm4463097	nm1981653,nm4463097
tt2267968	nm1868917,nm0950775	nm0008743,nm0074184,nm0717550,nm0903456
tt2272760	nm5159813	nm5159813
tt2272904	\N	\N
tt2273125	nm1317917	nm1317917
tt2273265	nm3350525	\N
tt2274875	nm2059537	nm1517523,nm2188888
tt22749486	nm13234850	nm11624512
tt2275864	\N	\N
tt22768356	nm13707281	nm14135962
tt2277860	nm0004056,nm0533691	nm0004056,nm0835194
tt2279019	nm3877241	nm3877241
tt22795658	nm5366481	nm5366481
tt22806406	nm1439344,nm9159400	\N
tt22806544	nm3094658,nm9152447	nm14281301,nm7061821,nm0257393,nm12989284,nm2755627
tt22817270	nm14052646	\N
tt22853086	nm13520802	nm13520802
tt2286700	nm5092050	nm5163590,nm5092050
tt2288064	nm0035106,nm0606845,nm0779350,nm0001102,nm0314104,nm0389972,nm0438279,nm0504716,nm0813313,nm0914132,nm0000739,nm0028542,nm0066218,nm0308376,nm0002749,nm0881038,nm0938490	nm4306012,nm1212932,nm0583397,nm0784682,nm1066391,nm0368818,nm1109145,nm0325180,nm0575151,nm0400957,nm0586922,nm4868455,nm0493086,nm3582666
tt22881322	nm10622120	\N
tt22883134	\N	nm2855731,nm1761126,nm2174097
tt22884792	\N	\N
tt2288728	nm5174551	nm5131753
tt2289057	nm0330665	nm3773734,nm1703661,nm0164401,nm1920946,nm4981085,nm0330665,nm1512833,nm0754781
tt2289181	nm0003968,nm0611072	nm0535185
tt2289469	\N	nm1211222
tt22896138	nm1032600	nm1149075,nm0935834,nm3288955,nm3551540,nm11712964
tt2290241	nm0322086	nm4361536,nm2166901
tt2290335	nm0313587,nm0690854	nm0313587,nm0690854
tt2290727	nm0199500	nm0199500
tt2293640	nm0049633,nm1853544	nm0528244
tt22937782	nm4820483	nm4820483
tt22939108	nm14166982	\N
tt2294189	nm0190930,nm1347708	nm0190930
tt2296267	nm0076618	\N
tt2296649	nm4945158	\N
tt2298351	nm4140944	\N
tt22984584	\N	\N
tt2299431	nm4947579,nm1940999	\N
tt2299957	nm0514546	nm0075785,nm0851391
tt23006472	nm14172062	\N
tt2300809	nm4949479	\N
tt23017986	\N	nm13245048
tt23019040	\N	\N
tt2302144	nm5260421	nm5260421,nm5191951
tt2303494	\N	\N
tt23035556	nm13497900,nm3110843	nm10662253
tt23037576	nm5787646	nm10045411,nm5787646
tt23054536	\N	nm0241416
tt2305585	nm4416167	nm4955130,nm4416167
tt2307315	\N	nm0231587
tt2309858	nm5188291	\N
tt23132908	nm0703854	nm0835732,nm3064398,nm0386694
tt23138886	nm13187473	nm11889928
tt2314444	nm4478990	nm4478990
tt2315267	\N	\N
tt23180748	\N	\N
tt2318663	nm4463246	nm4463246
tt2319479	\N	\N
tt23220862	nm3766090	nm3766090,nm3597657
tt2323002	nm4424314	nm4424314
tt2323096	\N	\N
tt2323362	nm0942869	nm0471392,nm2611372
tt2323673	nm3928194	nm3928194
tt2324791	nm3973010	nm3973010
tt2324995	nm4098380	nm4845618
tt2326005	nm1396934	nm1396934
tt2326833	nm3541144	nm2287909,nm1480028
tt2328147	nm4862108	nm4861817,nm4861383
tt2328684	\N	\N
tt2328974	nm4695438	nm4695438
tt2329132	nm0692530	nm0006986,nm5187509,nm0301950,nm2800988,nm2963815,nm0692530,nm5260465,nm5260442
tt2329627	\N	nm3069496,nm2063694
tt2330231	nm4695438	nm4695438
tt2330464	\N	nm1221203
tt2330739	nm4211627	nm4211627
tt2332501	nm3380905	nm3940022,nm3380905
tt23330078	nm1771598	\N
tt2333334	nm3805989	nm3805989
tt2333558	nm4908191	nm4908191
tt2334835	nm2031235	nm2031235
tt2335341	nm4944702	nm4944702
tt2335399	nm4944702	nm4944702
tt2336060	\N	nm0247653,nm0481990
tt2337513	nm16345633	nm3852561,nm1032310,nm3856341
tt2337813	nm4984453	nm4984453
tt2341555	\N	\N
tt2342580	nm4957303	nm4957303
tt23441730	\N	\N
tt23460164	nm12706183	nm13024616
tt23465834	\N	\N
tt23468836	nm0466349	nm5356690,nm0466349
tt23469816	nm14217954	nm14217954
tt23473668	nm2753615,nm4249158	\N
tt2350402	nm5139441	nm5139441
tt2350456	nm4591989	nm4591989
tt2354147	nm2855354	nm2855354
tt2354193	nm4997165	\N
tt23556090	nm4013711	nm4013711
tt2357501	nm1210803	nm1983883
tt2361475	nm0061198	\N
tt23625580	nm0967692	nm3119959,nm1309203
tt2363784	\N	\N
tt23640916	\N	\N
tt2364303	nm4695438	nm4695438
tt2365946	nm0242966,nm0367538,nm0779830,nm0289186,nm0586539,nm0877427,nm0837383,nm0329183,nm0920001,nm0269502,nm0538614,nm0668814,nm0098400,nm0154819,nm0567680,nm0909568,nm0824093	nm5241821,nm1818302,nm1321257,nm3147424,nm0296929,nm1241474,nm0533853,nm0992633,nm2125366,nm1381217,nm0742217,nm1289015
tt2366603	nm2451393	\N
tt2368550	\N	\N
tt2370594	nm1991950,nm1372499,nm0945318	nm1372499,nm0945318,nm0946695
tt23709060	nm1976416	\N
tt2371726	nm1582831,nm0867393	nm0038339,nm0442888,nm0867393
tt2372073	nm3766090	nm3766090,nm3597657
tt2372162	nm0000530,nm0008971,nm0872841,nm0538744,nm0122140,nm0762191,nm0003802,nm2451007,nm0696059,nm0000149,nm0673400,nm1217103,nm0671992,nm0025978,nm1237416,nm0315298,nm0902939,nm0376006,nm0392237,nm1455688,nm0002835,nm0110644,nm0002973,nm1980806,nm0007096,nm1571761,nm0424800,nm0005169,nm0892264	nm0463176,nm5246353,nm6371396,nm7264226,nm5551149,nm10019325,nm5615332,nm1571761,nm4977841,nm6554308,nm7729221,nm7729220,nm4030641,nm1802607,nm3612790,nm1977228,nm8531569,nm3529149,nm2284959,nm0918853,nm3059675,nm5207499,nm3266399,nm4063230,nm1127337,nm1289832,nm0295286,nm0502039,nm0266198
tt23726944	nm5476756	nm5476756
tt23727320	nm14249617	nm14249613
tt2372760	nm2167690	nm2167690
tt23735500	nm14252431	nm14252431
tt2373701	nm3019239	nm1424524,nm2399856,nm2185413,nm3923768,nm0745691,nm2400268,nm1940179,nm3928591
tt2373743	nm5019761,nm2391407	nm5020535
tt23746814	nm8387661	nm8387661
tt2375720	nm0058018,nm0247184,nm0052154,nm0699114,nm0024619,nm0737019,nm0959052,nm0366851,nm0340958,nm0717225	nm0010984,nm1131770,nm1161980,nm3556861,nm2136540,nm3226773,nm1415635,nm1470998,nm1643208,nm1410434,nm0701446,nm1309169,nm0588983,nm0598235,nm0874290,nm0483299,nm0360321,nm4007507,nm1063834
tt23762322	nm8316852,nm10088052	\N
tt23776010	nm7109429	nm10673425
tt23782138	nm0994727	nm0994727
tt23787292	nm13661399	\N
tt2378805	nm1623635,nm1577396	nm5001786,nm1623635,nm1577396
tt2379196	nm4528676	nm4528676
tt2379377	nm3233948,nm3284890	\N
tt2379653	nm0831526	nm0208508,nm0831526,nm0714261
tt23803740	nm7417225	\N
tt23806868	\N	\N
tt2383194	\N	nm3915107,nm0540795
tt2383929	nm0437178,nm5029379,nm0946654	nm0946654,nm0756686
tt23841446	nm10859077	nm10859077
tt2384278	nm5261432	\N
tt23857006	nm0239228	nm2361025
tt2387018	nm2357497	nm2357497
tt23870608	\N	\N
tt23874150	nm9979784	nm10858677,nm10858679,nm14292312
tt2388214	nm1034889	\N
tt2388793	nm4171055	nm4171055
tt2388925	nm3536667	nm3536667
tt2389058	nm1911138	nm1911138
tt2389060	nm1712323	nm3730965
tt2389535	nm3686706	nm3686706
tt2390190	nm0904192	\N
tt2391005	nm0235719	nm0084334,nm0770938
tt2391927	\N	\N
tt2392147	nm1288934	nm2397406,nm0584017,nm0827050,nm0701446
tt2392151	nm0626706	nm1591888,nm0584017,nm0827050,nm0701446
tt2392179	nm6348548,nm2920365,nm6356971,nm9345700,nm9345692	nm0690570,nm0114180,nm1159174,nm0220297,nm0032696,nm0561041,nm0536440,nm0749161,nm0749406,nm1618217,nm0287482,nm0334671,nm0503158,nm0789712,nm0880204,nm0949861,nm6348549
tt2393275	nm0586539	nm0395741,nm0716321,nm0716320,nm0354307,nm0388130
tt23936004	nm7458735	nm7458735,nm14298422
tt2393823	nm4326072	nm4110414
tt2393825	nm0646895	nm0646895
tt2393901	nm5041894	nm5041894
tt23950414	nm13856883	nm13856883
tt2397266	nm0363161	nm0149498,nm0573121,nm1003828
tt2397461	nm0065608	nm0771065,nm0740115,nm1271984,nm3675159,nm0710784,nm1434696
tt2397902	nm1321852	nm3851611,nm1321852
tt2398177	nm2756736	nm2585601,nm3501429
tt2399517	nm5049191,nm5049110	nm5049191,nm5049110
tt2400433	nm0857130	nm1718053
tt2401094	nm0542960	nm0001104,nm3079117,nm3877885,nm1891501,nm2469074
tt24018678	nm2841097	nm10836729
tt2403031	\N	nm0141074
tt2404299	nm1487468	nm0963396
tt24061400	nm14310624	\N
