tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,parentTconst,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
tt1641384,tvSeries,Young Justice,Young Justice,0,2010,2022,23,"Action,Adventure,Animation","nm0075331,nm0381817,nm1955513,nm0646515,nm0970607,nm4958428,nm1543564,nm0614222,nm0515005,nm1399631,nm0177328,nm2304017","nm0918852,nm1541845,nm0424315,nm3946868,nm0938379,nm1303925,nm0456158,nm0796950,nm1189346,nm0236854,nm0004170,nm4846365,nm1147759,nm0795975,nm5132606,nm4643584,nm2752881,nm3542504,nm1891040,nm0568336,nm1320013,nm1318560,nm1632388,nm1517045,nm0394447,nm4587915,nm3095779,nm0859471,nm0184555,nm0176689,nm0551376,nm0239635,nm0317493,nm6426507,nm4565159,nm7176010,nm4931159,nm1259714,nm1570426,nm0918083,nm0918857,nm1163698,nm4750299,nm0203035,nm9065861,nm2779936,nm0277730,nm2242750,nm0170160,nm4904955,nm0562554,nm2163440,nm0218204,nm0700133,nm0316043,nm0918816,nm8862622,nm8788884,nm9114524,nm1921680,nm1764901,nm1318206,nm0126208,nm1198528,nm1439645,nm1694619,nm0805824,nm3329994,nm0471172,nm4232089,nm0011240,nm0091650,nm0661200,nm0800791,nm1318885,nm0666548,nm7542250,nm7100009,nm4160687,nm4287835,nm5464901,nm0275583,nm0283897,nm1881318,nm1504567,nm6715911,nm1421638,nm0935099,nm3315450,nm7288748,nm8067804,nm8303162,nm13186550,nm0340485,nm0389830,nm6981356,nm1514214,nm0298380,nm4635630,nm0408639,nm1146051,nm11659722,nm11179129,nm2083477,nm0112357,nm4240496,nm4587620,nm4633226,nm4566706,nm3156708,nm1277476,nm4566548,nm2757098,nm0568825,nm6245886,nm0357836,nm4088328,nm4743983,nm4086030,nm6219476,nm5128206,nm3708462,nm0664632,nm0792590,nm2214450,nm0889099,nm0056282,nm0060872,nm2907675,nm6294801,nm1571519,nm1216642,nm0542539,nm1632007,nm2032354,nm0600872,nm5270459,nm0736966,nm1835721,nm1424376,nm4566501,nm3523015,nm4562346",8.6,48846,,,,"Nolan North, Nolan North, Nolan North, Danica McKellar, Danica McKellar, Danica McKellar, Stephanie Lemelin, Stephanie Lemelin, Stephanie Lemelin, Khary Payton, Khary Payton, Khary Payton, Jason Spisak, Jason Spisak, Jason Spisak, Kevin Michael Richardson, Kevin Michael Richardson, Kevin Michael Richardson, Zehra Fazal, Zehra Fazal, Zehra Fazal, Greg Weisman, Brandon Vietti, Geoff Johns, Tony S. Daniel, Brandon Vietti, Greg Weisman","Christopher Berkeley, Vinton Heuck, Melchior Zwyer, Jay Oliva, Michael Chang, Christina Sotta, Tim Divar, Doug Murphy, Sam Liu, Matt Youngberg, Victor Cook, Lauren Montgomery","Greg Weisman, Brandon Vietti, Geoff Johns, Tony S. Daniel, Marv Wolfman, George Pérez, Jack Kirby, Jerry Siegel, Gardner Fox, Arnold Drake, Bob Kane, Jim Aparo, Mike W. Barr, Joe Shuster, Trevor Von Eeden, Tony Isabella, Murphy Anderson, Paul Norris, Jerry Ordway, Dwayne McDuffie, Joe Samachson, Joe Certa, Mark Waid, Mike Wieringo, Kevin Hopps, Mark D. Bright, Bob Haney, Roy Thomas, Denys Cowan, Gerry Conway, William Moulton Marston, Nicole Dubuc, Keith Giffen, Jose Delbo, Bob Rozakis, Michael Davis, Derek Dingle, Denny O'Neil, Chuck Dixon, Len Wein, Jon Weisman, Greg Capullo, Scott Snyder, Peter David, John Paul Leon, Christopher Priest, Bill Finger, Andrew Robinson, Gene Colan, Fred Guardineer, Val Mayerik, David Michelinie, J.M. DeMatteis, Tom Pugsley, Paul Giacoppo, Mort Weisinger, Tom Lyle, Lee Moder, Greg Potter, Steve Englehart, Harry Lampert, Joe Staton, John Byrne, Doug Moench, Graham Nolan, John Ostrander, Roger Slifer, Mae Catt, James Krieg, Michael Vogel, Neal Adams, Jon Bogdanove, Francisco Paredes, Louise Simonson, Ramona Fradon, Chuck Patton, Ivan Velez Jr., Paul Pelletier, Jim Starlin, Jeremy Adams, Jonathan Callan, Joshua Hale Fialkov, Rich Fogel, Phil Hester, Jim Lee, Shawn Martinbrough, Greg Rucka, Judd Winick, Jake Baumgart, Andrew Blanchette, Nida Chowdhry, Gary Cohn, Paris Cullins, Kevin Grevioux, Brian Hohlfeld, Dan Mishkin, Akira Mark Fujita, Charlotte Fullerton, Tom Grummett, Carmine Infantino, Khary Payton, Aaron Sparrow, Taneka Stotts, Giancarlo Volpe, John Broome, Nick Cardy, Karl Kesel, Irv Novick, George Papp, Curt Swan, Walter Simonson, Bruno Premiani, Bill Mantlo, Todd McFarlane, John Forte, Edmond Hamilton, Rich Buckler, Gary Frank, Jose Luis Lopez Guardia, Kevin Maguire, Pablo Marcos, Todd Nauck, Martin Pasko, Steve Sherman, Dann Thomas, Kevin VanHook, Mike Baron, Cary Bates, Ramon Bernado, Todd DeZago, Jackson Guice, Cully Hamner, Tom Mankiewicz, Ron Marz, Mike McKone, Alan Moore, Humberto Ramos, John Rogers, Phil Jimenez, Alfred Bester, Martin Nodell, Kelley Puckett, Damion Scott"
tt16416014,tvEpisode,Friends,Friends,0,2017,\N,\N,"Animation,Comedy,Drama",\N,nm8703415,,,tt3981902,2,2,Takahiro,,Takahiro
tt16417104,tvMiniSeries,Starstruck,Starstruck,0,2000,2000,\N,Documentary,nm1527793,\N,,,,,,,Emma Hewitt,
tt16422880,tvEpisode,The Wedding Planner,The Wedding Planner,0,2019,\N,\N,Comedy,"nm4767728,nm7447240","nm13247184,nm4767728,nm4630547",,,tt16305602,2,2,"Nina Kiri, Samantha Shier, Nina Kiri, Eli Speigel, Tom James, Nina Kiri, Samantha Shier, Eli Speigel","Nina Kiri, Eli Speigel","Tom James, Nina Kiri, Samantha Shier"
tt1643129,tvEpisode,Bones,Bones,0,2006,\N,\N,Documentary,\N,\N,,,tt0843933,\N,\N,"David Boreanaz, Michaela Conlin, Emily Deschanel, Hart Hanson, T.J. Thyne, Heather Konkoli",,
tt1643134,tvEpisode,Parenthood,Parenthood,0,2010,\N,\N,Documentary,nm0465189,nm0465189,,,tt0843933,\N,\N,"Tyree Brown, Lauren Graham, Marc Istook, Sam Jaeger, Peter Krause, Heather Konkoli, Heather Konkoli, Heather Konkoli",Heather Konkoli,Heather Konkoli
tt1644150,tvEpisode,Blank Check,Blank Check,0,2009,\N,20,Comedy,nm3766090,"nm3766090,nm3597657",7.4,97,tt1635327,2,40,"Doug Walker, Doug Walker, Doug Walker, Rob Walker, Doug Walker, Doug Walker",Doug Walker,"Doug Walker, Rob Walker"
tt1644168,tvEpisode,FernGully: The Last Rainforest,FernGully: The Last Rainforest,0,2009,\N,17,Comedy,nm3766090,"nm3805989,nm3766090,nm3597657",7.4,117,tt1635327,2,5,"Doug Walker, Lindsay Ellis, Doug Walker, Lindsay Ellis, Doug Walker, Rob Walker, Doug Walker, Doug Walker",Doug Walker,"Lindsay Ellis, Doug Walker, Rob Walker"
tt16441788,short,Goosebumps,Goosebumps,0,2022,\N,8,"Drama,Short",nm6362250,nm2564365,5.1,16,,,,"Felix Jonathan Jenkins, Josefin Feiler, Benedikt Reidenbach, Jonathan Wiese, Alina Yklymova, Oona von Maydell, Martin Morales, Vera Paulmann, Torsten Brandes, Sophia Sämann, Maxie Borchert",Alina Yklymova,Oona von Maydell
tt1644223,tvEpisode,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2007,\N,11,Comedy,nm3766090,nm3766090,7.1,132,tt1635327,1,6,"Doug Walker, Doug Walker, Doug Walker, Doug Walker, Doug Walker",Doug Walker,Doug Walker
tt16443034,tvEpisode,Twilight,Twilight,0,2021,\N,24,"Action,Adventure,Animation","nm5363370,nm5244882","nm1076728,nm10535081,nm11704033",6.4,34,tt7945066,2,7,"Asia Kate Dillon, Dan Duncan, Shaun O'Neil, Gray G. Haddock, Evan Narcisse, Kristle Peluso, Starr Parodi, Lily Trotter","Dan Duncan, Shaun O'Neil","Gray G. Haddock, Evan Narcisse, Kristle Peluso"
tt1644420,tvEpisode,Touch,Touch,0,2005,\N,22,Documentary,\N,\N,,,tt0825466,6,9,,,
tt1645662,tvEpisode,Scream,Scream,0,2010,\N,22,Comedy,nm0009953,"nm0515472,nm0040138,nm0325850",7.6,134,tt0462128,5,20,"Andy Ackerman, Kari Lizer, Jeff Astrof, Matt Goldman, Matter Music, Gregg Heschong, Stephen Prime",Andy Ackerman,"Kari Lizer, Jeff Astrof, Matt Goldman"
tt1646860,tvEpisode,Annie,Annie,0,2010,\N,43,"Family,Reality-TV",nm2026088,nm2026088,,,tt0393009,7,19,"Skye Hilton, Skye Hilton",Skye Hilton,Skye Hilton
tt1647241,tvEpisode,Lovesick,Lovesick,0,2010,\N,43,"Comedy,Drama",nm0509183,"nm1098221,nm3542644,nm0712013",7.5,217,tt1319735,2,2,"Henry Winkler, Ben Yannette, Allison Liddi-Brown, Andrew Lenchewski, John P. Rogers, Michael Rauch, Kathy Ciric, James S. Levine, David S. Tuttman, Bonnie Finnegan, Steven Jacobs",Allison Liddi-Brown,"Andrew Lenchewski, John P. Rogers, Michael Rauch"
tt1649463,tvEpisode,Home,Home,0,2010,\N,53,"Crime,Drama",nm0002339,"nm1010540,nm0887700,nm0799995,nm2555014,nm2583291,nm0466401",8.5,2728,tt0979432,1,7,"Steve Buscemi, Aleksa Palladino, Allen Coulter, Terence Winter, Timothy Van Patten, Paul Simms, Meg Jackson, Rudd Simmons, Terence Winter",Allen Coulter,"Terence Winter, Timothy Van Patten, Paul Simms, Meg Jackson, Nelson Johnson, Steve Kornacki"
tt1650012,short,Touch,Touch,0,2010,\N,14,"Comedy,Drama,Romance",nm3879588,nm3879588,,,,,,"Thomas Eckermann, Erika Marlow, JonGunnar Gylfason, JonGunnar Gylfason, JonGunnar Gylfason, Savanna Curtis",JonGunnar Gylfason,JonGunnar Gylfason
tt1650041,movie,Bloodline,Bloodline,0,2013,\N,88,Horror,nm1880390,nm1880390,4.0,392,,,,"Matt Thompson, Kimberly Alexander, Jesse Kristofferson, Gina Comparetto, Christopher Frontiero, Michael Reinero, Matt Thompson, Matt Thompson, Michael Reinero, Matt Thompson, Matt Thompson, Michael Reinero, Matt Thompson",Matt Thompson,Matt Thompson
tt1650233,tvEpisode,Last Man Standing,Last Man Standing,0,2010,\N,\N,Reality-TV,\N,\N,,,tt1634676,1,8,,,
tt1651139,short,Love,Love,0,2010,\N,7,"Drama,Music,Romance",nm3623496,nm3623496,,,,,,"Barbara Brousal, Jo Henderson, Al Sutton, Al Sutton, Al Sutton, Chris Anderson, Jeff Danneman, Jeffrey Danneman, Al Sutton, Al Sutton",Al Sutton,Al Sutton
tt1652428,tvEpisode,Heartland,Heartland,0,2010,\N,42,"Documentary,Drama,History","nm1712384,nm0590354",\N,5.1,117,tt1641653,1,6,"Margaret Cho, Andrew Chater, Marion Milne, Andrew Chater, Giulio Biccari","Andrew Chater, Marion Milne",
tt16539104,tvEpisode,Home,Home,0,2021,\N,22,"Comedy,Drama,Romance",\N,\N,,,tt15204342,2,29,,,
tt1654610,tvEpisode,Friends,Friends,0,1990,\N,15,"Comedy,Family",nm0201516,"nm0061033,nm0519567",,,tt0275148,19,2,"John Darnell, Stanley Bates, Pamela Lonsdale",John Darnell,"Stanley Bates, Pamela Lonsdale"
tt1656966,tvEpisode,House of Cards,House of Cards,0,2000,\N,\N,"Documentary,News",\N,\N,,,tt0103396,8,50,,,
tt16578392,tvMiniSeries,Forensic Files,Forensic Files,0,2016,2016,\N,Documentary,\N,"nm13238135,nm13238136,nm13238134",,,,,,,,"Zhang Wanlong, Gan Yi, Huang Yueyang"
tt1657896,short,Home,Home,0,2008,\N,13,"Drama,Short",nm1900770,nm1900770,,,,,,"Felicity King, Felicity King, Felicity King, Karl Siemon",Felicity King,Felicity King
tt16590976,short,The Night Shift,The Night Shift,0,2021,\N,15,"Horror,Sci-Fi,Short",nm13241647,nm13241647,,,,,,"Lucas Baker, Georgia Doolittle, Amy Eckberg, Nick Erickson, Nick Erickson, William Gomes, Isa Grofsorean, Michael House, Nathan Kuhlman, Julia Lindell, Genna Palumbo, Genna Palumbo, Joseph Ortiz, Joseph Ortiz, Joseph Ortiz, Joseph Ortiz, Joseph Ortiz",Joseph Ortiz,Joseph Ortiz
tt1659175,tvSeries,Transformers Prime,Transformers Prime,0,2010,2013,30,"Action,Adventure,Animation","nm0366935,nm2885631,nm0381817,nm1820873,nm1709820,nm0888320,nm0022828","nm0135184,nm0458807,nm0476064,nm0649460,nm0341297,nm0017447,nm0239635,nm0474212,nm3309878,nm0410810,nm0567505,nm0804380,nm4496300,nm4494876,nm0805133,nm0824900,nm2242750,nm1914953,nm3175488",8.1,9634,,,,"Kevin Michael Richardson, Kevin Michael Richardson, Kevin Michael Richardson, Parminder Ghumman, Tania Gunadi, Josh Keaton, Josh Keaton, Josh Keaton, Steve Blum, Steve Blum, Steve Blum, Andy Pessoa, Duane Capizzi, Jeff Kline, Alex Kurtzman, Roberto Orci","David Hartman, Shaunt Nigoghossian, Vinton Heuck, Todd Waterman, Scooter Tidwell, Kirk Van Wormer, Kevin Altieri","Duane Capizzi, Jeff Kline, Alex Kurtzman, Roberto Orci, Marsha F. Griffin, Steven Melching, Nicole Dubuc, Joseph Kuhr, Mairghread Scott, Marty Isenberg, David McDermott, Robert N. Skir, Mike Johnson, Tim Jones, David Slack, Dean Stefan, Andrew Robinson, Matt Wayne, Michael G. Stern"
tt1660881,tvEpisode,Lost,Lost,0,2009,\N,\N,"Action,Drama,Thriller",nm1275164,nm1648250,2.3,14,tt1651941,1,2,"Frank Krueger, Katie Barker, Marc Clebanoff, Frank Krueger",Marc Clebanoff,Frank Krueger
tt16609868,tvEpisode,The Nightmare Before Christmas,The Nightmare Before Christmas,0,2021,\N,\N,Biography,nm1890629,nm1890629,,,tt13833784,12,3,"Nick Karner, Nick Karner, Nick Karner, Nick Karner",Nick Karner,Nick Karner
tt1664527,tvEpisode,Love,Love,0,1964,\N,\N,Comedy,nm0192188,"nm0083392,nm0203349,nm0292450",,,tt1649947,1,1,"Kathleen Breck, David Cunliffe, John Bird, Ian Davidson, Michael Frayn",David Cunliffe,"John Bird, Ian Davidson, Michael Frayn"
tt1664829,short,Revenge,Revenge,0,2010,\N,10,"Horror,Short,Thriller","nm3936919,nm3926306",nm3926306,,,,,,"Kwesi Kurtz-Westhers, Timothy Malik, Heather Pomeroy, Timothy Malik, Christopher Anderson, Timothy Malik, Jesus Molina, Timothy Michel, Christopher Anderson, Christopher Anderson","Christopher Anderson, Timothy Malik",Timothy Malik
tt16650442,tvEpisode,The Brave Little Toaster Goes to Mars,The Brave Little Toaster Goes to Mars,0,2021,\N,\N,"Documentary,Short",nm3766090,nm3766090,,,tt5287754,11,26,"Doug Walker, Doug Walker, Doug Walker, Doug Walker, Doug Walker",Doug Walker,Doug Walker
tt1665335,tvEpisode,Bitten,Bitten,0,2010,\N,\N,Reality-TV,\N,"nm2689252,nm1653007",,,tt1639780,1,2,"David Lee Felter, Jen Stocks, Jen Stocks",,"David Lee Felter, Jen Stocks"
tt1667039,tvEpisode,Lost,Lost,0,1999,\N,\N,"Adventure,Comedy,Fantasy",\N,nm0253167,,,tt1663611,2,8,Jim Eldridge,,Jim Eldridge
tt1669297,tvEpisode,The Deep,The Deep,0,2001,\N,\N,Family,nm5357035,"nm5357035,nm0730355",,,tt1595894,1,2,"Greg Robbins, Steve Hardie, Steve Hardie, Greg Robbins, Steve Hardie, Greg Robbins",Steve Hardie,"Steve Hardie, Greg Robbins"
tt16711588,tvEpisode,Love,Love,0,2017,\N,\N,"Drama,Mystery,Thriller",\N,\N,,,tt6974890,2,4,,,
tt16713388,tvEpisode,Friends...,Friends...,0,2020,\N,\N,"Drama,Mystery,Romance",nm7872193,"nm7872193,nm13179321,nm12275677,nm6621141",,,tt14090514,1,6,"Kanittha Kwanyu, Kanittha Kwanyu, Lalil Kittitanaphan, Naphat Chitveerapat, Parkpoom Nuntalit",Kanittha Kwanyu,"Kanittha Kwanyu, Lalil Kittitanaphan, Naphat Chitveerapat, Parkpoom Nuntalit"
tt16736976,videoGame,Scooby-Doo,Scooby-Doo,0,2002,\N,\N,"Adventure,Family,Fantasy",\N,"nm13252910,nm1950643",5.4,12,,,,"Anna Bunyik, Sande Chen, Anna Bunyik",,"Anna Bunyik, Sande Chen"
tt16740114,tvEpisode,Friends with Benefits,Friends with Benefits,1,2021,\N,\N,Adult,nm5703508,\N,,,tt16738280,1,15,"Kristof Cale, Cherry Kiss, Cherry Kiss",Cherry Kiss,
tt16741122,tvEpisode,3,3,0,2021,\N,\N,Reality-TV,\N,\N,,,tt15846322,1,3,,,
tt1674928,tvSeries,Beyblade: Metal Fusion,Metaru Faito Beibureedo,0,2009,2013,30,"Action,Animation,Family","nm0837515,nm5487775,nm5253885,nm15219136,nm4876238,nm4910515,nm3050849,nm8591808,nm1237740,nm3022632","nm1393813,nm1379817,nm1715504,nm5772225,nm0157123,nm0370475,nm1840994,nm2003913,nm9763888,nm2923132,nm3108589",6.8,2915,,,,Katsumi Hasegawa,"Kunihisa Sugishima, Hiroaki Kudou, Shunsuke Machiya, Toshihito Naka, Yoshinori Odaka, Keiya Saitô, Takahide Ogata, Takatoshi Suzuki, Yoshitaka Fujimoto, Rokô Ogiwara","Katsumi Hasegawa, Hugh Duffy, Masaharu Amiya, Takafumi Adachi, Katsuhiko Chiba, Carolyn Hay, Kazuyuki Fudeyasu, Caroline Hay, Sarah Jackson, Masashi Suzuki, Jirô Takayama"
tt16756722,tvEpisode,Once Upon A Time,Once Upon A Time,0,2022,\N,\N,"Adventure,Drama,News",\N,\N,,,tt14423420,3,2,,,
tt1675826,short,Bloodline,Bloodline,0,2009,\N,14,"Drama,Fantasy,Horror",nm3953164,nm3953164,,,,,,"Curtis Dubuc, Dave Duncan, Conrad Hoy, Conrad Hoy, Conrad Hoy",Conrad Hoy,Conrad Hoy
tt1676634,tvEpisode,Safe Haven,Safe Haven,0,1960,\N,30,"Crime,Drama",nm0326360,nm0168355,,,tt0052516,1,17,"James Goldstone, Eustace Cockrell",James Goldstone,Eustace Cockrell
tt1676656,tvEpisode,Friends,Friends,0,2010,\N,23,"Animation,Comedy,Family","nm2631520,nm0861021","nm2757832,nm0409111,nm2718634",,,tt1672591,1,31,"Jacob Ewaniuk, Jacob Ewaniuk, Jacob Ewaniuk, Jez Hall, Jessie Thomson, James Mason, Mick Inkpen, Gillian Corderoy, Will Brenton","Jez Hall, Jessie Thomson","James Mason, Mick Inkpen, Gillian Corderoy"
tt1679059,tvEpisode,L*O*S*T,L*O*S*T,0,2010,\N,\N,Comedy,nm2873575,\N,,,tt1670154,1,2,Clint Gage,Clint Gage,
tt1679235,tvMovie,Mean Girls 2,Mean Girls 2,0,2011,\N,96,"Comedy,Drama",nm0563039,"nm0748429,nm0504327,nm2284377,nm1577281",4.1,26774,,,,"Meaghan Martin, Dan Coleman, Claire Holt, Colin Dennard, Maiara Walsh, Nicole Gale Anderson, Melanie Mayron, Cliff Ruby, Elana Lesser, Allison Schroeder, Brian Lapin, Transcenders, Harriet Greenspan",Melanie Mayron,"Cliff Ruby, Elana Lesser, Allison Schroeder, Rosalind Wiseman"
tt1679970,tvEpisode,Friends,Friends,0,1977,\N,\N,"Comedy,Family",nm0193787,nm0519567,,,tt0275148,6,35,"Stanley Bates, Rod Burton, Jane Tucker, Michael Custance, Pamela Lonsdale",Michael Custance,Pamela Lonsdale
tt1680678,short,Home,Home,0,2009,\N,10,"Documentary,Short",nm0288901,nm0288901,,,,,,"Broderick Fox, Broderick Fox, Broderick Fox, Broderick Fox, Broderick Fox, Broderick Fox",Broderick Fox,Broderick Fox
tt1681979,tvEpisode,Lost,Lost,0,1979,\N,\N,"Comedy,Family",\N,nm0519567,,,tt0275148,8,41,"Stanley Bates, Rod Burton, Jane Tucker, Pamela Lonsdale",,Pamela Lonsdale
tt1682059,tvEpisode,Grease,Grease,0,2008,\N,\N,Documentary,nm1105464,"nm1105464,nm0696769,nm0696938",,,tt1526695,1,4,"Adam Price, James Price, Anders Johansen, Anders Johansen, Adam Price",Anders Johansen,"Anders Johansen, Adam Price, James Price"
tt16843070,tvEpisode,3,3,0,2022,\N,\N,Action,\N,\N,,,tt15743954,3,1,,,
tt1684557,movie,Lab Rats,Lab Rats,0,2010,\N,\N,"Comedy,Sci-Fi",nm3976000,nm3576451,6.9,64,,,,"Daniel Fraser, Stephanie Blacker, Lucy Evans, Nicola Posener, Toby W. Davies, Andrew Turner, Sam Washington, Louis Rosenberg, Tracy Macassey, Louis Rosenberg, Sam Washington",Sam Washington,Louis Rosenberg
tt1685225,tvEpisode,Love,Love,0,1981,\N,\N,"Comedy,Family",\N,nm0519567,,,tt0275148,10,40,"Stanley Bates, Rod Burton, Jane Tucker, Freddy Marks, Pamela Lonsdale",,Pamela Lonsdale
tt1686645,movie,Back and Forth,Back and Forth,0,2010,\N,52,"Biography,Documentary,Drama","nm3977667,nm3978653,nm3978079,nm3978421","nm3977667,nm3978653,nm3978079,nm3978421",,,,,,"Yusra Abu Kaff, Kamla Abu-Zeila, Mai Al-Farouna, Morad Al-Farouna, Yusra Abu Kaff, Kamla Abu-Zeila, Mai Al-Farouna, Morad Al-Farouna, Aida Abu Zeila, Huria Abu-Zeila, Carlos Barcelo","Yusra Abu Kaff, Kamla Abu-Zeila, Mai Al-Farouna, Morad Al-Farouna","Yusra Abu Kaff, Kamla Abu-Zeila, Mai Al-Farouna, Morad Al-Farouna"
tt16867946,short,Lost,Lost,0,2021,\N,8,"Mystery,Short",nm10844831,"nm9950111,nm10844831",,,,,,"Kiarrah Webster, Grace White, Kylan Ybarra, Choyce Ybarra, Jon Hobson, Choyce Ybarra, Jon Hobson, Jon Hobson",Choyce Ybarra,"Jon Hobson, Choyce Ybarra"
tt1688665,short,The Fall,The Fall,0,2010,\N,14,"Drama,Short",nm3699977,nm3683770,,,,,,"Natalie Clapp, Shawn Gash, Chris Morris, Owen Hamilton, Katie Gash, Owen Hamilton, Owen Hamilton, Owen Hamilton",Owen Hamilton,Katie Gash
tt1688673,short,Touch,Touch,0,2010,\N,8,"Fantasy,Short",nm3664032,"nm3982497,nm3982443,nm3059278",,,,,,"Heather Murat, Enrique Caldera, Kerianne Ennis, Deandrea Jenkins, Leyla Perez, Limb, Enrique Caldera, Kerianne Ennis, Deandrea Jenkins",Enrique Caldera,"Kerianne Ennis, Deandrea Jenkins, Leyla Perez"
tt1688779,tvSeries,"Drugs, Inc.","Drugs, Inc.",0,2010,2016,44,"Crime,Documentary","nm0379115,nm3937666,nm2297203,nm3167033,nm3121969,nm2264316,nm2596127,nm3048444,nm3096941,nm0119570,nm2374797,nm0973213,nm0606942,nm3116330,nm3225723,nm4244057,nm7780276,nm7780344,nm2529148,nm8797114,nm1989544,nm2053682","nm3568256,nm3048444,nm0881378",7.8,1475,,,,"Mike Secher, Mike Secher, Alex Cameron Dimez, Derrick Hesselein, Huey Morgan","David Herman, Tom Willis, Stefania Buonajuti, Nick Norman-Butler, Dan Murdoch, Andrew Parkin, Stuart Pender, Ben Reid, George Hughes, Victor Buhler, Marcy Cox, Krishna Govender, Southan Morris, Ralph Perring, Greg Scott, Des Daniels, Steve Allen, Becky Prosser, Roeland Doust, Sally Rose Griffiths, Dickon Le Marchant, Giovanni Ulleri","Drew Jones, Ben Reid, Julian Unthank"
tt1691156,short,Touch,Touch,0,2010,\N,\N,"Action,Drama,Sci-Fi",nm3694941,\N,,,,,,"Samantha Cunha Boughton, Courtney Carlson, Kyle Church, Marco Cunha, Riyad Lahnin, R. Lahnin",R. Lahnin,
tt16915352,tvEpisode,Tarzan,Tarzan,0,2022,\N,26,Comedy,nm3766090,"nm3766090,nm3597657",6.9,27,tt1635327,15,6,"Doug Walker, Tony Goldwyn, Doug Walker, Doug Walker, Rob Walker, Doug Walker, Doug Walker",Doug Walker,"Doug Walker, Rob Walker"
tt16915382,tvEpisode,Scream,Scream,0,2022,\N,26,Comedy,nm1121649,nm1121649,,,tt1871111,16,2,"Brad Jones, Brad Jones, Brad Jones, Brad Jones, Brad Jones",Brad Jones,Brad Jones
tt16915730,tvEpisode,Revenge,Revenge,0,2022,\N,24,"Action,Comedy,Drama",nm1870695,"nm1628335,nm7738529,nm8030322,nm3716161",,,tt15765700,1,53,"Monti Parungao, RJ Nuevas, Nehem Dallego, Brylle Tabora, Angeli Delgado",Monti Parungao,"RJ Nuevas, Nehem Dallego, Brylle Tabora, Angeli Delgado"
tt1691628,tvEpisode,The Wedding Planner,The Wedding Planner,0,2011,\N,22,"Comedy,Romance",nm0004917,nm0998106,,,tt1676701,1,7,"Kim Fields, Raynelle Swilling, Gary W. Scott",Kim Fields,Raynelle Swilling
tt1691665,tvEpisode,Scandal,Scandal,0,1998,\N,25,"Animation,Drama,Family","nm2413442,nm0595101","nm1117854,nm17332944,nm7661375",,,tt0302166,1,15,"Hiroshi Hara, Tomomi Mochizuki, Kensei Date, Takaaki Kawaguchi, Hiro Maruyama","Hiroshi Hara, Tomomi Mochizuki","Kensei Date, Takaaki Kawaguchi, Hiro Maruyama"
tt1692853,short,Home,Home,0,2010,\N,14,"Drama,Family,Short","nm3986898,nm2391280","nm3986898,nm2391280",,,,,,"Alex Richmond, Davy Giorgi, Samantha Pineda, Davy Giorgi, Samantha Pineda, Bryan Coehlo, Davy Giorgi","Davy Giorgi, Samantha Pineda","Davy Giorgi, Samantha Pineda"
tt16943752,short,Crossing Lines,Crossing Lines,0,\N,\N,\N,"Drama,Short",nm12851010,"nm12119672,nm12851010",,,,,,"Felicity Green, Bankole Thomas, Emma Pitcairn, Katie L Newton, Emma Pitcairn, Raha Salei, Gordon Wong, Sukruti Narkar",Emma Pitcairn,"Katie L Newton, Emma Pitcairn"
tt1695160,tvEpisode,Lost,Lost,0,2010,\N,43,"Adventure,Documentary,History",\N,\N,3.4,10,tt1604096,1,3,,,
tt16970788,tvEpisode,3,3,0,\N,\N,\N,Comedy,\N,\N,,,tt16914704,1,3,,,
tt1697564,short,Home,Home,0,2010,\N,2,"Animation,Biography,Comedy",nm3999902,nm3999902,,,,,,"Catalina Cortazar, Catalina Cortazar, Catalina Cortazar, Pedro Pulido",Catalina Cortazar,Catalina Cortazar
tt16979544,tvEpisode,Friends,Friends,0,2021,\N,\N,"Comedy,History",nm13283431,\N,,,tt16976364,1,11,Bodil Tummers,Bodil Tummers,
tt16983958,tvEpisode,Kung Fu Panda,Kung Fu Panda,0,2022,\N,\N,Comedy,\N,\N,,,tt2604124,11,8376,,,
tt16985352,tvEpisode,The Fall,The Fall,0,2021,\N,\N,"Adventure,Biography,Documentary",nm9087420,nm9087420,,,tt11318388,2,5,"Roy L Burnett, Roy L Burnett",Roy L Burnett,Roy L Burnett
tt16985502,short,Bloodline,Bloodline,0,2022,\N,\N,"Short,Thriller",nm10380218,nm11926964,4.4,6,,,,"Ruben Ramirez, Herbert Staten Jr., Kat Florek, Herbert Staten Jr.",Herbert Staten Jr.,Kat Florek
tt16985666,tvEpisode,Some Assembly Required,Some Assembly Required,1,2019,\N,37,Adult,\N,\N,,,tt6466932,\N,\N,,,
tt1698591,short,Underdogs,Underdogs,0,2010,\N,11,"Crime,Drama,Short",nm2214056,nm2729443,,,,,,"Jeff Kober, Jay Bird, Jordan Bloch, Michael Gaster, Jordan Bloch, Roman Zeitlin",Jordan Bloch,Michael Gaster
tt1698854,tvEpisode,Bones,Bones,0,2005,\N,\N,Documentary,\N,\N,,,tt1697787,1,4,,,
