tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,parentTconst,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
tt1600218,tvEpisode,Chelsea,Chelsea,0,\N,\N,43,Reality-TV,\N,\N,,,tt1454730,2,4,,,
tt1600810,short,Once Upon a Time,Once Upon a Time,0,2010,\N,11,"Drama,Short",nm0919909,nm0919909,,,,,,"Jack Crawford-Brown, Olivia Krout, Ryan Michael Lee, Isaac MacDonald, Olivia Myers, Emerson Sieverts, Dave Thatcher, Anne Welles, Anne Welles, Anne Welles, Anne Welles, Amilcar Ferrufino, Anne Welles",Anne Welles,Anne Welles
tt1600865,video,Revenge,Revenge,0,2009,\N,3,"Drama,Short,Thriller","nm1304292,nm1245435",nm3219863,,,,,,"Leon Beylin, Yulia Lilith Maceo, Andy Smith, Keith E. Bowden, Michael S. Ojeda, Yulia Lilith Maceo, Yulia Lilith Maceo, Brandon Clay Thomas","Keith E. Bowden, Michael S. Ojeda",Yulia Lilith Maceo
tt16019738,short,Revenge,Revenge,0,2022,\N,\N,"Action,Short",nm9275368,nm9275368,,,,,,"Antonio Dinatale, Kat Florek, Pedro Luna, Ruben Ramirez, Ruben Ramirez, Ruben Ramirez, Ruben Ramirez, Herbert Staten Jr., Herbert Staten Jr., Herbert Staten Jr.",Ruben Ramirez,Ruben Ramirez
tt16022366,tvEpisode,3,3,0,1977,\N,\N,"Action,Adventure,Animation",\N,\N,,,tt0294220,1,3,,,
tt1602559,short,Love,Love,0,2009,\N,13,"Crime,Romance,Short",nm3177828,nm3177828,,,,,,"Eric Riedmann, Jeff Ferrell, Jeff Ferrell, Jeff Ferrell, Jeremy Schmidt, Jeremy Schmidt",Jeff Ferrell,Jeff Ferrell
tt1604113,tvSeries,Friends with Benefits,Friends with Benefits,0,2011,2011,21,Comedy,"nm0000625,nm0110644,nm0151540,nm0229694,nm0329923,nm0338576,nm0399737,nm0417794,nm0005088,nm0003289,nm0736821,nm0881206","nm2354099,nm2352210,nm4170842,nm0074165,nm0106928,nm1260509,nm1029902,nm1065184,nm1517674,nm0519550",6.5,3545,,,,"Camille Guaty, Justin Bruening, Scott Neustadter, Michael H. Weber","Fred Savage, Tricia Brock, Jay Chandrasekhar, David Dobkin, Eyal Gordin, Rob Greenberg, Reginald Hudlin, Michael Patrick Jann, Joanna Kerns, John Putch, David Rogers, Ira Ungerleider","Scott Neustadter, Michael H. Weber, Isaac Aptaker, Elizabeth Berger, Valerie Breiman, Owen Ellickson, Daley Haggar, Brian Keith Etheridge, Gene Hong, Claudia Lonow"
tt16045616,short,Friends,Friends,0,2021,\N,\N,Short,nm12746840,\N,,,,,,"Karly Regueiferos, Christopher Armienti",Christopher Armienti,
tt16058548,tvEpisode,Friends,Friends,0,2000,\N,\N,Comedy,nm1249012,"nm1824966,nm2242332",,,tt15524720,1,38,"Tracee Loran, Cliff Roth, Tracee Loran, Andrew Wallenstein, Cliff Roth",Cliff Roth,"Tracee Loran, Andrew Wallenstein"
tt16060578,short,Home?,He yi wei jia,0,2018,\N,31,"Documentary,Short",nm6165429,\N,,,,,,"Te-Wen Liu, Kang-Ling Lee, Huai-Min Hsu, Huai-Min Hsu, Kang-Ling Lee, Wen-jui Lin, Pei-Ling Tsai",Kang-Ling Lee,
tt16064836,tvEpisode,Friends,Friends,0,2000,\N,\N,Comedy,nm1249012,"nm1824966,nm2242332",,,tt15524720,1,48,"Tracee Loran, Cliff Roth, Tracee Loran, Andrew Wallenstein, Cliff Roth",Cliff Roth,"Tracee Loran, Andrew Wallenstein"
tt16070324,tvEpisode,Scream,Scream,0,2000,\N,\N,Comedy,nm1249012,"nm1824966,nm2242332",,,tt15524720,1,61,"Tracee Loran, Cliff Roth, Tracee Loran, Andrew Wallenstein, Cliff Roth",Cliff Roth,"Tracee Loran, Andrew Wallenstein"
tt16074218,tvEpisode,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2021,\N,\N,History,\N,nm6919913,,,tt10494174,5,8,"Jesse Nickell, Jesse Nickell",,Jesse Nickell
tt1608580,short,Rosewood,Rosewood,0,2010,\N,19,"Comedy,Drama,Short",nm3490269,nm3490269,,,,,,"Shaan Sharma, Darnel Powell, Aline Edick, Manuel Gonzalez, George Gramata, Marvin Choi, Marvin Choi, Marvin Choi, Eddie Kim, Edward Kim, Marvin Choi",Marvin Choi,Marvin Choi
tt1608721,tvEpisode,Twilight,Twilight,0,2010,\N,22,Reality-TV,\N,\N,,,tt1542814,1,5,,,
tt1610022,tvEpisode,Last Man Standing,Last Man Standing,0,2010,\N,\N,Reality-TV,nm1562164,nm1562164,,,tt1594588,1,12,"Sam Gollestani, Sam Gollestani",Sam Gollestani,Sam Gollestani
tt1610979,tvEpisode,Bitten,Bitten,0,2010,\N,44,Adventure,\N,nm1215483,,,tt1571560,1,5,"David Story, Larry Hopkins",,David Story
tt1611257,tvEpisode,Heartland,Heartland,0,2010,\N,\N,"Adventure,Drama,Fantasy",nm2375970,"nm2375970,nm0853616",9.0,6,tt1542501,1,4,"Giasuddin Selim, Giasuddin Selim, Ben Teasdale",Giasuddin Selim,"Giasuddin Selim, Ben Teasdale"
tt16114316,tvEpisode,The Discovery,The Discovery,0,2021,\N,8,"Adventure,Animation,Comedy",nm2019950,"nm0776433,nm7110386,nm3353437,nm7518191,nm4357903,nm1230805,nm1770556,nm13648338,nm4224910",6.8,24,tt10659366,2,9,"Steve Evangelatos, Charles M. Schulz, Betsy Walters, Mark Evestaff, Carly DeNure, Max Szentveri",Steve Evangelatos,"Charles M. Schulz, Betsy Walters, Mark Evestaff, Carly DeNure, Jocelyn Geddie, Scott Montgomery, Nicole Stamp, Jason Cooper, Alexis Fajardo"
tt16124522,video,Friends,Friends,0,2017,\N,4,"Musical,Short",nm10622717,nm10622717,,,,,,"Levi Wise Kenneth Catoe Jr., Levi Wise Kenneth Catoe Jr., Levi Wise Kenneth Catoe Jr., Levi Wise Kenneth Catoe Jr., Levi Wise Kenneth Catoe Jr.",Levi Wise Kenneth Catoe Jr.,Levi Wise Kenneth Catoe Jr.
tt1612778,short,Starstruck,Starstruck,0,2009,\N,10,"Drama,Short",nm3828349,nm3828349,,,,,,"Leesa Buckley, Aidan Crowe, Eileen Dunne, Marie Feehan, Jodi Fitzgibbon, Dean Ford, Anna Lise Hurley, Fiona Mills, Liam Moore, Emma Lee Teck, Emma Lee Teck, Bryan O'Brien, Jason Reddan, Emma Lee Teck",Emma Lee Teck,Emma Lee Teck
tt1613569,tvEpisode,Twilight???,Twilight???,0,2009,\N,\N,"Comedy,Fantasy,Horror",nm0506989,nm0506989,,,tt1606487,1,2,"Brooke Lewis Bellas, Brooke Lewis Bellas, Brooke Lewis Bellas, Brooke Lewis Bellas",Brooke Lewis Bellas,Brooke Lewis Bellas
tt16139098,tvEpisode,3,3,0,1977,\N,\N,"Action,Adventure,Animation",nm0619068,nm0619068,,,tt0159855,1,3,"Tadao Nagahama, Tadao Nagahama",Tadao Nagahama,Tadao Nagahama
tt1614557,tvEpisode,The Fall,The Fall,0,1991,\N,\N,"Comedy,Drama,Short",\N,\N,,,tt1601974,4,1,,,
tt1615173,tvEpisode,House of Cards,House of Cards,0,2009,\N,\N,Reality-TV,"nm1005625,nm1004933",\N,,,tt1459078,1,1,"Paul Reitano, Terrence Sacchi","Paul Reitano, Terrence Sacchi",
tt16154160,tvEpisode,The Night Shift,The Night Shift,0,2013,\N,4,"Action,Adventure,Drama",\N,\N,,,tt16125624,1,7,,,
tt16154408,short,Home,Home,0,2019,\N,18,"Drama,Horror,Short",nm9970070,nm9970070,,,,,,"Jenny Gebara, Sacha Karameh, Adam Jammal, Adam Jammal, Karl Bou-Rjeily, Karim Fayad, Adam Jammal, Rahaf Jammal",Adam Jammal,Adam Jammal
tt16157150,short,Home,Home,0,2021,\N,5,Short,nm4474538,nm4474538,,,,,,"Jessye Romeo, Jessye Romeo, Jessye Romeo, Jessye Romeo",Jessye Romeo,Jessye Romeo
tt1615777,tvEpisode,Supernatural,Supernatural,0,1999,\N,\N,Comedy,\N,nm0717150,,,tt0274293,1,4,Adam Greydon Reid,,Adam Greydon Reid
tt1615919,tvSeries,Raising Hope,Raising Hope,0,2010,2014,22,"Comedy,Family","nm0329923,nm0038893,nm1137187,nm0294350,nm0305228,nm0446822,nm0003733,nm1288766,nm0155117,nm0003167,nm0251848,nm0003163,nm0462277,nm0505842,nm0003474,nm0787687,nm1015063,nm0441899,nm0926526,nm0226813,nm0007193,nm3215024,nm0625065,nm0821048,nm0907835","nm0305228,nm1665958,nm1440633,nm1940350,nm0395195,nm6172382,nm0101298,nm1137187,nm0821048,nm0338892,nm0860484,nm2166095,nm0456927,nm0349370,nm0825217,nm0438350,nm0868005,nm1297787,nm0952863,nm1692207,nm1451274,nm0040139,nm2752103,nm0918633,nm1929500,nm2844320,nm1439546,nm0542658,nm3099089,nm4586457,nm0376511",8.1,42309,,,,"Garret Dillahunt, Shannon Woodward, Shannon Woodward, Baylie Cregut, Baylie Cregut, Rylie Cregut, Rylie Cregut, Gregg Binkley, Todd Giebenhain, Gregory Thomas Garcia","Eyal Gordin, Rebecca Asher, Mike Mariano, Michael Fresco, Gregory Thomas Garcia, Rick Kelly, Daniel Attias, Phil Traill, Lee Shallat Chemel, Jace Alexander, Randall Einhorn, Tucker Gates, Chris Koch, Jerry Levine, Troy Miller, Matt Shakman, Jaime Eliezer Karas, David Katzenberg, Ken Whittingham, Garret Dillahunt, Richie Keen, Melissa Kosar, Victor Nelli Jr., Timothy Stack, Jeffrey Walker","Gregory Thomas Garcia, Elijah Aron, Jordan Young, Sean Conaway, Charlie Hornsby, Josh Greenberg, Bobby Bowman, Mike Mariano, Timothy Stack, Ralph Greene, Matthew Thompson, Deweyne LaMar Lee, Alan Kirschenbaum, Joey Gutierrez, Mark Stegemann, Paul A. Kaplan, Mark Torgove, Michael Pennie, Christine Zander, Amy Hubbs, Fred Shafferman, Liz Astrof, Dan Coscino, Stephnie Weir, Josh Wolf, Gina Gari, Dave Holstein, Becky Mann, Audra Sielaff, Shelly Gossman, Kevin Henderson"
tt16161400,tvEpisode,Little Boxes,Little Boxes,0,2021,\N,43,"Crime,Drama,Mystery",nm0502900,"nm0005082,nm11353819,nm3244051,nm5518269,nm6164073",7.3,364,tt11794642,2,7,"Lisa Leone, David E. Kelley, C.J. Box, Brian McCauley Johnson, Annakate Chappell, Trevor Morris, Eric Dawson, Robert J. Ulrich",Lisa Leone,"David E. Kelley, C.J. Box, Brian McCauley Johnson, Annakate Chappell, Dominique A. Holmes"
tt16164332,tvEpisode,Revenge,Revenge,0,2021,\N,\N,Horror,nm10623194,\N,,,tt16163056,\N,\N,Gln,Gln,
tt16171706,short,Home,Home,0,2021,\N,8,"Drama,Short",nm10459322,nm10459322,,,,,,"Kristen Cubbage, Kristen Cubbage, Kristen Cubbage, Kristen Cubbage",Kristen Cubbage,Kristen Cubbage
tt1617350,tvEpisode,Friends,Friends,0,2009,\N,\N,Thriller,nm2965821,nm3523676,,,tt1614598,1,2,"Sean Spence, Nathan Atkinson, Bernie Su, Wynne Tsing",Nathan Atkinson,Bernie Su
tt16184900,videoGame,Gon,Gon,0,1994,\N,\N,"Action,Adventure",\N,nm16472846,,,,,,Masashi Tanaka,,Masashi Tanaka
tt1620997,short,The Fall,The Fall,0,2010,\N,15,"Drama,Short",nm3846202,nm3846202,,,,,,"Summer Edwards, Julia Hershey, Nancy Johnston, Nancy Johnston, Philip Foster, Nancy Johnston",Nancy Johnston,Nancy Johnston
tt16211188,tvEpisode,House of Cards,House of Cards,0,2021,\N,40,"History,Reality-TV",\N,\N,7.3,11,tt15758094,1,6,,,
tt1622767,tvEpisode,Army Wives,Army Wives,0,2008,\N,\N,Documentary,\N,nm0465189,,,tt0843933,\N,\N,"Drew Fuller, Brian McNamara, Sally Pressman, Heather Konkoli, Heather Konkoli",,Heather Konkoli
tt16234356,short,Lost,Lost,0,2013,\N,9,Short,"nm2618055,nm3907116",\N,,,,,,"Yvette Jackson, Ava Porter, Yvette Jackson, Ava Porter","Yvette Jackson, Ava Porter",
tt16236002,short,Home,Home,0,2021,\N,14,Short,nm13154858,nm13154858,,,,,,"Jeroen de Man, Guust Mulder, Guust Mulder, Guust Mulder",Guust Mulder,Guust Mulder
tt16236198,tvEpisode,Girlboss,Girlboss,0,2020,\N,\N,\N,nm8477231,\N,,,tt16233278,1,11,"Natalia Bohn, Natalia Bohn, Natalia Bohn",Natalia Bohn,
tt1623778,short,L.O.V.E.,L.O.V.E.,0,2010,\N,5,"Mystery,Romance,Short",nm4110243,nm4110243,,,,,,"Wesley Enriquez, Mary Rose Reyes, Ngoc Phuong Vu, Ngoc Phuong Vu, Ngoc Phuong Vu, Ngoc Phuong Vu, Ngoc Phuong Vu, Ngoc Phuong Vu",Ngoc Phuong Vu,Ngoc Phuong Vu
tt16242044,tvEpisode,Scream,Scream,0,2022,\N,\N,Horror,\N,\N,,,tt15846230,2,1,,,
tt16252666,tvEpisode,Baby Daddy,Baby Daddy,0,2021,\N,25,"Drama,Mystery,Romance",nm1245286,"nm2412793,nm5670417,nm3643860,nm1362937,nm4188148",,,tt15500192,1,43,"Don Michael Perez, Denoy Navarro-Punio, Loi Argel Nova, John Borgy Danao, Anna Aleta-Nadela",Don Michael Perez,"Denoy Navarro-Punio, Loi Argel Nova, John Borgy Danao, Anna Aleta-Nadela, Renei Dimla"
tt1625340,tvMovie,The Client List,The Client List,0,2010,\N,88,Drama,nm0485637,nm0553104,5.6,8692,,,,"Jennifer Love Hewitt, Teddy Sears, Kandyse McClure, Eric Laneuville, Suzanne Martin, Lisa Robison",Eric Laneuville,Suzanne Martin
tt16260116,tvEpisode,Scandal,Scandal,0,2021,\N,24,"Comedy,Drama,Romance",\N,\N,,,tt15204342,2,11,,,
tt16266240,tvEpisode,Prison Break,Prison Break,0,2023,\N,49,"Action,Adventure,Mystery",nm2351144,"nm0926727,nm0926729,nm3742281,nm7900122,nm0467942,nm0043233,nm1469874",6.5,496,tt12580982,1,8,"Zuri Reed, Jordan Rodrigues, Jake Austin Walker, Lyndon Smith, Sherwin Shilati, Cormac Wibberley, Marianne Wibberley, Dwain Worrell, Diya Mishra, Dwain Worrell",Sherwin Shilati,"Cormac Wibberley, Marianne Wibberley, Dwain Worrell, Diya Mishra, Jim Kouf, Oren Aviv, Charles Segars"
tt1627379,tvEpisode,The Hunter,The Hunter,0,1966,\N,\N,"Animation,Sci-Fi",\N,"nm0184526,nm2395714,nm2390787",,,tt0293728,1,7,"Bernard Cowan, Ron Levy, Lew Lewis, Jules Bass",,"Bernard Cowan, Ron Levy, Lew Lewis"
tt16275796,tvEpisode,Starstruck,Starstruck,0,2021,\N,19,"Comedy,Reality-TV","nm11286571,nm10267620","nm11286571,nm9616485",,,tt16266622,1,3,"Jonas Lien Svarstad, Caroline Woie, Jonas Lien Svarstad, Hege Winje","Jonas Lien Svarstad, Caroline Woie","Jonas Lien Svarstad, Hege Winje"
tt1627732,tvEpisode,Friends,Friends,0,2010,\N,\N,Drama,nm0030338,nm0781879,,,tt1623574,1,1,"Yuval Segal, Eitan Anner, Yuval Segal",Eitan Anner,Yuval Segal
tt16279180,tvEpisode,Prison break,Prison break,0,2021,\N,\N,"Action,Adventure,Comedy",\N,\N,2.3,7,tt14726182,3,30,,,
tt1628017,short,The Hunter,The Hunter,0,2010,\N,19,"Comedy,Short",nm0466708,"nm0466708,nm1991009,nm8488313",,,,,,"John Siscel, John Siscel, Tonje Solheim, Annie Charbonneau, Leanne McKeown, Jason Korsner, Jason Korsner, John Siscel, Jesse Steele, Jason Korsner",Jason Korsner,"Jason Korsner, John Siscel, Jesse Steele"
tt16280652,tvEpisode,Limitless,Limitless,0,2021,\N,\N,Short,"nm13170245,nm3834468,nm13170244",\N,,,tt11649710,3,5,"Brissa Campos-Silva, Alyssa Ho, Alique Tufenkjian","Brissa Campos-Silva, Alyssa Ho, Alique Tufenkjian",
tt16282940,video,Revenge,Revenge,0,2021,\N,46,Thriller,nm0453987,nm0453987,,,,,,"Bruce Kimmel, Bruce Kimmel, Bruce Kimmel",Bruce Kimmel,Bruce Kimmel
tt1629193,tvEpisode,Starstruck,Starstruck,0,1991,\N,\N,\N,\N,\N,,,tt0381825,1,10,,,
tt1629293,short,Home,Home,0,2009,\N,3,"Drama,Short",nm3868147,nm3868147,,,,,,"Scarlett Trumpy, Jacob Richards, Jacob Richards",Jacob Richards,Jacob Richards
tt16307232,tvEpisode,Love,Love,0,2022,\N,60,Documentary,"nm2653301,nm10527004",\N,,,tt12183038,3,1,"Abigail Dankwa, Adam Simons, Adam Simons","Abigail Dankwa, Adam Simons",
tt16308154,tvEpisode,Star Wars: The Clone Wars,Star Wars: The Clone Wars,0,2021,\N,\N,"Documentary,Short",nm3766090,nm3766090,,,tt5287754,11,2,"Doug Walker, Doug Walker, Doug Walker, Doug Walker, Doug Walker",Doug Walker,Doug Walker
tt1630823,tvEpisode,Weeds,Weeds,0,2008,\N,\N,\N,nm2310514,\N,,,tt0821206,3,21,Lee Buttala,Lee Buttala,
tt1630824,tvEpisode,Love,Love,0,2002,\N,\N,Documentary,nm1271349,\N,,,tt0264972,23,5,"Sue Bourne, Sue Bourne",Sue Bourne,
tt16312160,tvEpisode,Friends,Friends,0,2021,\N,\N,Reality-TV,nm2052767,\N,7.1,63,tt14527650,1,3,"Gus Kenworthy, Josh Barnett",Josh Barnett,
tt16316284,tvEpisode,The Discovery,The Discovery,0,2021,\N,\N,"Action,Animation,Fantasy",\N,"nm0846969,nm1940179",7.5,56,tt15356258,1,8,"Satoshi Tajiri, Benjamin Townsend",,"Satoshi Tajiri, Benjamin Townsend"
tt1632395,tvEpisode,Love,Love,0,2009,\N,\N,"Comedy,Game-Show",\N,"nm2640385,nm2764713,nm2152234",,,tt1620665,2,2,"Alex Horne, Tim Key, Mark Watson, Alex Horne, Tim Key, Mark Watson",,"Alex Horne, Tim Key, Mark Watson"
tt1632708,movie,Friends with Benefits,Friends with Benefits,0,2011,\N,109,"Comedy,Romance",nm0323239,"nm2226647,nm2226970,nm0323239,nm0679037",6.5,410417,,,,"Jenna Elfman, Nolan Gould, Shaun White, Will Gluck, Keith Merryman, David A. Newman, Will Gluck, Harley Peyton, Will Gluck, Janet Zucker, Tia Nolan",Will Gluck,"Keith Merryman, David A. Newman, Will Gluck, Harley Peyton"
tt1634003,movie,Underdogs,Metegol,0,2013,\N,85,"Adventure,Animation,Comedy",nm0002728,"nm3160078,nm3039720,nm0002728,nm1098024,nm1085381",6.4,10808,,,,"Federico Cecere, Luciana Falcón, Horacio Fontova, Fabián Gianola, Roberto Kim, Lucía Maciel, David Masajnik, Juan José Campanella, Eduardo Sacheri, Gastón Gorali, Juan José Campanella, Axel Kuschevatzky, Juan José Campanella, Gastón Gorali, Emilio Kauderer, Juan José Campanella",Juan José Campanella,"Eduardo Sacheri, Gastón Gorali, Juan José Campanella, Axel Kuschevatzky, Roberto Fontanarrosa"
tt16341166,short,Starstruck,Starstruck,0,2021,\N,15,Short,nm13186042,nm13186042,,,,,,"Nathaniel Ahart, Zach Burdick, Cam Caruso, Corey Cesare, Quinn Jacobs, Alex Kent, Katie Lotito, Martin Orta, Nathaniel Ahart, Nathaniel Ahart, Nathaniel Ahart, Alex Premo, Nathaniel Ahart",Nathaniel Ahart,Nathaniel Ahart
tt16344060,short,Lost,Lost,0,2018,\N,\N,"Sci-Fi,Short",nm12819189,nm12819189,,,,,,"Alfadel Al-Mubarak, Mohammed Osman, Hani Radhi, Ahmed Shehab, Hasan Abdulla, Hasan Abdulla, Hasan Abdulla, Hasan Abdulla",Hasan Abdulla,Hasan Abdulla
tt16344754,short,Lost,Lost Silence,0,2012,\N,4,"Drama,Short",nm13187203,nm13187203,,,,,,"Stephanie Searle, Stephanie Searle, Stephanie Searle",Stephanie Searle,Stephanie Searle
tt16345630,tvEpisode,10 Things I Hate About You,10 Things I Hate About You,0,2021,\N,\N,"Drama,Romance",nm12748733,nm12748734,7.9,188,tt15026724,1,3,"Kim Yoon-jin, Lee Na-eun",Kim Yoon-jin,Lee Na-eun
tt16350464,short,GIRLBOSS,Girlboss,0,2021,\N,\N,Short,nm13189560,nm13189563,,,,,,"Aiko Connelly, Isabelle McKelvey, Alison Seidner, Jaiden Malia, Paris Blanco, Henry Liu, Alison Seidner",Alison Seidner,Jaiden Malia
tt16352130,tvEpisode,The Nightmare Before Christmas,The Nightmare Before Christmas,0,2021,\N,\N,Talk-Show,\N,\N,,,tt15136932,1,21,,,
tt16358554,short,Touch,Touch,0,2021,\N,\N,"Drama,Short",nm10932170,nm10932170,,,,,,"Mary Claghorn, Holden Gilkey, Cassidy Knowling, Mary Claghorn, Mary Claghorn, Meagan Alonso, Mary Claghorn, Michael Johannes Richter, Levi Reece",Mary Claghorn,Mary Claghorn
tt1635950,tvEpisode,Bloodline,Bloodline,0,2011,\N,60,"Drama,Mystery,Sci-Fi",nm0807932,"nm0009190,nm0476064,nm0649460,nm1041459,nm1044428,nm3169366",8.1,2092,tt1119644,3,18,"Joshua Jackson, Dennis Smith, J.J. Abrams, Alex Kurtzman, Roberto Orci, Alison Schapker, Tamara Isaac, Kathy Lingg, Jeff Pinkner, Michael Giacchino, Timothy A. Good",Dennis Smith,"J.J. Abrams, Alex Kurtzman, Roberto Orci, Alison Schapker, Monica Owusu-Breen, Graham Roland"
tt16364550,tvEpisode,Lost,Lost,0,2022,\N,43,"Action,Adventure,Crime",nm0028542,"nm7648532,nm1222879,nm1240333,nm2492460,nm0751880",7.4,437,tt14218674,1,10,"Vanessa Lachey, Yasmine Al-Bustami, Tori Anderson, Tim Andrew, Matt Bosack, Jan Nash, Christopher Silber, Yakira Chambers, Joshua Rexon, Tree Adams, Kurt Jones, Nicole Baer",Tim Andrew,"Matt Bosack, Jan Nash, Christopher Silber, Yakira Chambers, Amy Rutberg"
tt1637700,short,The Little Prince,Malkiyat printz,0,2010,\N,19,"Documentary,Short",nm3873289,"nm3873289,nm3874707",6.3,7,,,,"Philip Andreev, Philip Andreev, Stanimir Velikov, Polina Vasileva",Philip Andreev,"Philip Andreev, Stanimir Velikov"
tt1637727,tvSeries,The Killing,The Killing,0,2011,2014,45,"Crime,Drama,Mystery","nm0080601,nm0975026,nm0008971,nm0003733,nm0330360,nm0002140,nm0449868,nm0026442,nm0420941,nm0001129,nm0315298,nm0394586,nm0106230,nm0127894,nm0110644,nm0753382,nm0804556,nm0317328,nm0004545","nm0127894,nm4474005,nm0696518,nm0948820,nm0163910,nm0232442,nm1661496,nm2270199,nm1730031,nm4446305,nm0728353,nm2826679,nm1158540,nm3408356,nm2686621,nm2996954,nm2278121,nm0925878",8.3,129621,,,,"Joel Kinnaman, Kristin Lehman, Jamie Anne Allman, Evan Bird, Veena Sud","Ed Bianchi, Nicole Kassell, Phil Abraham, Daniel Attias, Keith Gordon, Agnieszka Holland, Lodge Kerrigan, Brad Anderson, Patty Jenkins, Jonathan Demme, Jennifer Getzinger, Gwyneth Horder-Payton, Kevin Bray, Veena Sud, Tricia Brock, Michael Rymer, Kari Skogland, Coky Giedroyc, Gregory Middleton","Veena Sud, Dan Nowak, Dawn Prestwich, Nicole Yorkin, Eliza Clark, Jeremy Doner, Aaron Zelman, Coleman Herbert, Soo Hugh, Nic Pizzolatto, Wendy Riss, David Wiener, Linda Burstyn, Nathaniel Halpern, Brett Conrad, Nic Sheff, Aaron Slavick, Sean Whitesell"
tt16377426,short,Home,Home,0,2017,\N,4,Short,nm10984427,nm10984427,,,,,,"Abbie Abela, Abbie Abela, Abbie Abela, Abbie Abela, Abbie Abela, Emma Bridges, Elizabeth Dawson, Abbie Abela",Abbie Abela,Abbie Abela
tt16384274,tvEpisode,Friends,Friends,0,2021,\N,\N,Animation,"nm4813436,nm2809765","nm2163219,nm0764547",,,tt14611874,2,15,"Adrienne Lindsay, Ryan Olson, Jon Izen, Frank Saperstein, Adrienne Lindsay","Adrienne Lindsay, Ryan Olson","Jon Izen, Frank Saperstein"
tt16384524,short,Rosewood,Rosewood,0,2021,\N,35,"History,Short,Thriller",nm5659461,nm7079976,,,,,,"Christian Müller, Jonathan Benedict Behr, Simon Schulz, Junus Baker, Jonas Sticherling, Daniel Tenné, Julian C. Steiner",Jonathan Benedict Behr,Simon Schulz
tt16384786,short,Touch,Touch,0,2022,\N,\N,"Drama,Short",nm3663969,nm12294927,,,,,,"Mercy Simpson, Lily Weingart, Cat Dale, Chris Murray, Alexa Alberda, Cat Dale, Meghan AmRhein, Garrett Heggenstaller",Cat Dale,Chris Murray
tt1638844,tvEpisode,Flubber,Flubber,0,2010,\N,17,Comedy,nm3766090,"nm3766090,nm3597657",7.3,111,tt1635327,3,15,"Doug Walker, Doug Walker, Doug Walker, Rob Walker, Doug Walker, Doug Walker",Doug Walker,"Doug Walker, Rob Walker"
tt16391564,movie,Tramps!,Tramps!,0,2022,\N,104,Documentary,nm2290309,nm2290309,7.7,99,,,,"Judy Blame, Philip Sallon, Christine Binnie, Scarlett Cannon, Sue Carrington, Kevin Hegge, Kevin Hegge, Kevin Hegge, Brian Robertson, Kat Duma, Matthew Simms, Verity Susman, Jack Reynolds, Kevin Hegge",Kevin Hegge,Kevin Hegge
tt16393444,short,The Night Shift,The Night Shift,0,2021,\N,3,"Fantasy,Short","nm13205783,nm6176457",\N,,,,,,"Sally-Ann Dunn, Bartosz Wozniak, Sally-Ann Dunn, Bartosz Wozniak, Bartosz Gruchala","Sally-Ann Dunn, Bartosz Wozniak",
tt16404408,tvEpisode,The Crown,The Crown,0,2022,\N,\N,"Crime,Drama,Thriller",nm0156838,nm0477230,7.9,435,tt11188682,1,10,"Adan Canto, Martha Millan, Milan Cheylov, Miranda Kwok, Mats Abbott",Milan Cheylov,Miranda Kwok
tt16409302,tvEpisode,Home,Home,0,2017,\N,\N,"Animation,Comedy,Music",\N,\N,,,tt3893028,7,20,,,
tt16411744,tvEpisode,Friends with Benefits,Friends with Benefits,1,2014,\N,\N,Adult,\N,\N,,,tt15788142,12,18,,,
